Last 4 Card Digits,Order Date,Menu Item,Qty,Total,Tip
2812,2023-11-18 16:27:00,"Margarita Rock Flight, Taco Flight, Chicken Wing Flight, Fry Flight",4.0,89.53,16.12
2818,2024-01-21 13:54:00,"Margarita, Macaroni & Cheese, Chicken Slider, Flights Burger",4.0,54.61,12.0
2825,2024-02-25 19:12:00,"Margarita Rock Flight, Mac & Cheese Flight",2.0,46.989999999999995,9.39
2827,2023-12-02 17:41:00,"Chicken Wing Flight, Jim Beam, Ahi Tuna Taco Flight, Bluemoon, Bluemoon, Empanada Flight",6.0,93.91,0.0
2831,2023-12-20 20:28:00,"Jameson, Margarita Rock Flight, Jameson",3.0,56.89,37.81
2833,2023-12-21 19:40:00,"Mac & Cheese Flight, Slider Flight, Fettuccine Alfredo, Side Fries, Diet Coke, Brownie Bomber, Beignet Flight",7.0,106.98,0.0
2834,2023-11-11 19:40:00,"Frozen Margarita Flight, Mojito Flight, Mule Flight, Mule Flight, Slider Flight, Empanada Flight, Old Fashioned Flight",7.0,173.81,0.0
2840,2023-11-26 14:32:00,"HH Mimosa Flight, HH Bloody Mary Flight",3.0,49.230000000000004,3.45
2843,2024-01-11 18:47:00,"Flights Burger, Skewer Flight, Caesar Salad, Coffee Decaf, Coffee Decaf",5.0,73.12,0.0
2844,2024-02-24 14:04:00,"Margarita Rock Flight, Mojito Flight, Chicken n Waffles, Baby Back Ribs Flight, Fry Flight",5.0,64.36,39.32
2846,2023-12-07 20:05:00,"805, 805, Mile High, Ketel One, Well Vodka, 805, 805, 805, Mile High, Ketel One, Well Vodka, 805",18.0,205.62,0.0
2847,2023-11-08 17:33:00,Pinot Grigio - 14 Hands - Glass,1.0,14.21,30.52
2850,2024-02-19 17:08:00,"Mojito Flight, Gin Flight, Mac & Cheese Flight, Empanada Flight",4.0,93.97999999999999,7.7
2851,2023-12-12 19:50:00,"Elysian Space Dust, Elysian Space Dust, Meatballs, One Meatball No Sauce No Cheese",4.0,41.5,8.08
2854,2024-01-29 19:48:00,"stella, Fettuccine Alfredo",2.0,37.15,6.3
2855,2023-11-25 18:51:00,"Flights Burger, Flights Burger",2.0,37.08,18.36
2864,2023-11-18 18:46:00,Cheesecake Flight,1.0,0.0,12.73
2868,2023-12-16 20:44:00,"Lamb lolli, Margarita Rock Flight, Mule Flight",3.0,77.61,15.51
2869,2024-02-19 18:25:00,"Beer Flight, 805, Ahi Tuna Taco Flight, Wedge Salad, Side Fries, Guinness",7.0,81.93,11.4
2875,2024-02-25 19:16:00,"Salad Flight, Chicken Wing Flight, Taco Flight, Flights Burger, Elysian Space Dust",5.0,91.66,13.77
2877,2023-12-18 17:31:00,"Woodford Reserve, cheese flight, Cordant Syrah Glass Pandemonium",3.0,55.739999999999995,0.0
2878,2024-02-03 20:02:00,"Chicken Wing Flight, Old Fashioned Flight, Bloody Mary Flight",3.0,77.61,15.5
2878,2024-02-25 12:04:00,"HH Mimosa Flight, Jack Daniels, 6 Oz N.Y. Steak & Eggs, Mac & Cheese Flight, Side Pancake, BBQ Pulled Pork Sandwich",6.0,97.21,17.5
2880,2023-12-16 22:21:00,Margarita,3.0,42.66,6.0
2892,2024-02-18 13:54:00,"Salad Flight, Ahi Tuna Taco Flight, Skewer Flight, Fry Flight, HH Bloody Mary Flight",5.0,98.21,19.64
2905,2023-11-17 21:33:00,Ahi Tuna Taco Flight,1.0,0.0,28.64
2907,2024-01-26 19:49:00,"Mojito Flight, 12 Oz New York Steak, BBQ Pulled Pork Sandwich, Beignet Flight",4.0,100.48,25.66
2908,2024-02-16 19:45:00,"Mocktini Flight, Ahi Tuna Taco Flight, Guinness, Slider Flight",4.0,64.43,12.89
2913,2023-12-26 19:14:00,"Sierra Hazy, Sierra Hazy",2.0,17.5,10.63
2948,2023-11-25 17:57:00,"Bird Dog, Maverick, Salad Flight, Empanada Flight, Beignet Flight",5.0,83.0,19.69
2951,2024-02-16 20:12:00,"Mimosa Flight, Mojito Flight, Slider Flight, Skewer Flight",4.0,98.32,16.0
2953,2024-02-15 18:40:00,"Mojito Flight, Fry Flight, Slider Flight, Chicken Wing Flight, Lamb lolli",3.0,71.55,19.23
2954,2024-01-13 19:42:00,"Frozen Margarita Flight, Flights Burger, BBQ Pulled Pork Sandwich, Frozen Margarita Flight",4.0,90.67,10.0
2959,2023-11-18 14:51:00,"Ahi Tuna Taco Flight, Manhattan, Fry Flight",3.0,55.67,10.0
2962,2023-12-17 13:01:00,"HH Bloody Mary Flight, Macaroni & Cheese, Empanada Flight, Wedge Salad",4.0,62.239999999999995,15.0
2963,2024-02-03 21:10:00,"Bluemoon, Mule Flight",2.0,35.0,6.3
2966,2023-12-01 20:03:00,"Bird Dog, Gin Flight, Margarita Rock Flight, Fry Flight, Fettuccine Alfredo, Bird Dog, Gin Flight, Margarita Rock Flight, Fry Flight, Fettuccine Alfredo",10.0,214.2,10.0
2966,2024-01-25 18:59:00,"HH Tasting Wine Flight, Fry Flight, Chicken Wing Flight, Sauvignon Blanc - Simi",4.0,70.99,15.62
2972,2024-01-20 14:45:00,"Smoked Show, Margarita Rock Flight, Flights Burger, Caprese Salad, Side Fries",5.0,80.84,18.0
2973,2024-01-26 16:58:00,Pinot Noir - Josh - Glass,1.0,10.93,9.05
2977,2023-12-15 18:00:00,"HH Bloody Mary Flight, HH Martini Flight, Baby Back Ribs Flight, Empanada Flight, Slider Flight, HH Bloody Mary Flight, HH Martini Flight, Baby Back Ribs Flight, Empanada Flight, Slider Flight",10.0,198.76,20.41
2985,2023-12-26 16:41:00,"Coffee Regular, Bluemoon, Martini, Bluemoon",8.0,70.0,15.0
2991,2023-11-17 20:13:00,"Elysian Space Dust, Flights Burger, Flights Burger, Mac & Cheese Flight, Old Fashioned Flight, Mule Flight, Mule Flight",10.0,158.45,10.5
2991,2023-11-17 20:16:00,"Bird Dog, I Heart Prosecco - Glass",2.0,26.25,8.73
2992,2023-12-19 19:20:00,"stella, Flights Burger, stella",3.0,33.86,35.0
2992,2024-01-20 14:33:00,"Margarita Rock Flight, Ahi Tuna Taco Flight, Chicken Wing Flight, Salad Flight",4.0,90.62,25.0
2992,2024-01-20 16:03:00,Old Fashioned,1.0,13.12,20.0
2992,2024-02-27 19:49:00,"Frozen Margarita Flight, Coke, Taco Flight, Slider Flight, Fettuccine Alfredo, 12 Oz New York Steak",6.0,135.43,27.09
2995,2023-12-19 16:57:00,"HH Frozen Margarita Flight, Hummus, HH Tasting Wine Flight",3.0,50.269999999999996,12.0
2995,2023-12-23 14:11:00,"Orange Juice, Flights 3 Egg Omelet, Breakfast Burrito, Coke",4.0,39.26,10.0
2996,2024-02-17 12:47:00,"HH Mimosa Flight, Ahi Tuna Taco Flight, Cast Iron Hash Flight",3.0,55.67,0.0
2997,2023-11-30 20:36:00,"Martini Flight, Old Fashioned Flight, Margarita Rock Flight, Slider Flight, Fry Flight, Ahi Tuna Taco Flight, Caprese Salad, Negroni, Beignet Flight",9.0,179.1,37.36
2997,2023-12-01 16:19:00,"Fry Flight, HH Mimosa Flight, HH Mimosa Flight, HH Mojito Flight, HH Mule Flight, Salad Flight, Mac & Cheese Flight, Tequila Flight, Ahi Tuna Taco Flight, Slider Flight, Ice Man",11.0,207.57,37.36
2997,2024-01-14 16:06:00,"Mocktini Flight, 805",2.0,24.07,5.02
2998,2024-02-17 19:33:00,"Frozen Margarita Flight, Margarita Rock Flight, Empanada Flight, Empanada Flight",4.0,93.97999999999999,18.79
3000,2023-11-10 19:13:00,"Mojito Flight, Taco Flight, Baby Back Ribs Flight, Fettuccine Alfredo, Macaroni & Cheese, I Heart Prosecco - Glass, Cabernet - Flights Founder's Label - Glass, Chicken Wing Flight, Flights Burger, Caesar Salad, 12 Oz New York Steak, BBQ Pulled Pork Sandwich, Beignet Flight, Brownie Bomber",14.0,283.85,0.0
3001,2023-11-18 20:24:00,"Tasting Wine Flight, Fry Flight, Red Wine Flight, Empanada Flight, Ahi Tuna Taco Flight",5.0,111.41,20.0
3001,2023-12-02 16:52:00,"Mojito Flight, Old Fashioned Flight, Taco Flight, Mac & Cheese Flight, Mojito Flight, Fry Flight",6.0,137.66,15.0
3001,2023-12-26 18:19:00,"Ahi Tuna Taco Flight, Pan Seared Salmon Fillet, Chicken Slider, Fettuccine Alfredo",4.0,90.62,0.0
3002,2024-01-10 19:18:00,"Martini Flight, Chicken Wing Flight",2.0,51.36,24.99
3002,2024-02-24 18:33:00,"I Heart Prosecco - Glass, Ghost Rider, Skewer Flight, Fry Flight",4.0,68.78999999999999,15.96
3002,2024-02-25 14:51:00,Flights Burger,1.0,18.54,5.32
3002,2024-02-29 16:55:00,"HH BEER, HH BEER, Chicken Wing Flight",3.0,36.03,8.0
3005,2023-12-07 17:35:00,"HH Mule Flight, HH Old Fashioned Flight, HH Old Fashioned Flight, HH Mule Flight, HH Mule Flight, HH Old Fashioned Flight, HH Old Fashioned Flight, HH Mule Flight",8.0,131.28,11.82
3005,2024-02-03 18:00:00,"MODELO, Mimosa Flight, Old Fashioned Flight, Ahi Tuna Taco Flight, Flights Burger, Fettuccine Alfredo, 12 Oz New York Steak",7.0,171.51999999999998,34.3
3006,2023-11-11 15:18:00,"Fry Flight, Flights Burger",2.0,18.53,26.0
3008,2023-11-09 16:57:00,"Jim Beam, Caesar Salad, Jim Beam, Jim Beam",4.0,45.86,22.07
3008,2024-02-15 17:37:00,"Voodoo Ranger, Voodoo Ranger, Voodoo Ranger",3.0,16.38,0.0
3009,2024-01-20 16:38:00,"Margarita Rock Flight, Margarita, Well Vodka, Pinot Noir - Josh - Glass, Bluemoon",5.0,72.18,5.05
3009,2024-02-27 19:06:00,"HH Mojito Flight, Taco Flight, Ice Man, HH Mojito Flight",6.0,103.81,5.0
3009,2024-02-27 19:12:00,Roasted Lemon Chicken,1.0,27.29,2.0
3010,2023-12-09 21:10:00,"Cabernet - Flights Founder's Label - Glass, Guinness, Fry Flight",3.0,37.129999999999995,7.43
3017,2023-11-24 18:22:00,"Mocktini Flight, Mojito Flight, Ice Man, Ahi Tuna Taco Flight, Fry Flight, Elysian Space Dust, Martini",7.0,119.13,8.34
3017,2023-12-05 17:43:00,"HH Mule Flight, HH Tasting Wine Flight, Fry Flight, Chicken Wing Flight, HH Mule Flight, HH Tasting Wine Flight, Fry Flight, Chicken Wing Flight",8.0,152.94,0.0
3017,2023-12-05 17:58:00,"HH Tasting Wine Flight, 805, Elysian Space Dust, 805, Elysian Space Dust, Smoked Show, Guinness, Around the World, Blantons, Oban, 805, Elysian Space Dust, Around the World, 805, Elysian Space Dust, Old Fashioned Flight, Red Wine Flight, Elysian Space Dust, Mojito Flight, BBQ Pulled Pork Sandwich, Elysian Space Dust, 805, Elysian Space Dust, 805, Red Wine Flight, Guinness, Bluemoon, Elysian Space Dust, Cheesecake Flight, Sauvignon Blanc - Intrinsic - Glass, Sauvignon Blanc - Intrinsic - Glass, Cabernet - Sebastiani - Glass, Hibiki, Elysian Space Dust, 805",36.0,844.23,0.0
3017,2023-12-19 18:53:00,"Elysian Space Dust, Elysian Space Dust, Elysian Space Dust, Hummus, Diet Coke",5.0,38.21,1.97
3022,2023-11-25 15:47:00,"Lemon Drop, Margarita Rock Flight, Margarita Rock Flight, Mac & Cheese Flight, Slider Flight",5.0,108.17999999999999,20.0
3022,2024-02-02 19:12:00,"Margarita Rock Flight, Old Fashioned Flight, Ahi Tuna Taco Flight, Taco Flight, Wedge Salad, Wedge Salad",6.0,120.08,0.0
3025,2023-11-05 13:11:00,"Diet Coke, 6 Oz N.Y. Steak & Eggs",4.0,50.19,15.0
3025,2024-02-14 17:23:00,"HH Mojito Flight, Ahi Tuna Taco Flight, Mac & Cheese Flight, Skewer Flight",4.0,80.78,34.84
3027,2023-11-28 16:33:00,"Steak And Eggs, Flights Burger, Wedge Salad",3.0,54.519999999999996,9.81
3027,2023-12-23 17:41:00,"Coke, Maverick, Ice Man, cheese flight, Hummus",5.0,68.83,33.85
3031,2023-12-23 18:59:00,"Martini Flight, Mimosa Flight, Fry Flight, Martini Flight, Ahi Tuna Taco Flight, Mimosa Flight, Fettuccine Alfredo, Fettuccine Alfredo, Skewer Flight",9.0,104.28,10.98
3035,2023-12-30 19:10:00,"Fry Flight, Flights Burger, Mac & Cheese Flight, Ahi Tuna Taco Flight, Mojito Flight",5.0,103.69999999999999,0.0
3038,2024-01-28 17:24:00,"Guinness, Diet Coke, Coke, Fry Flight, Chicken Wing Flight, Slider Flight, Guinness",9.0,133.19,28.0
3045,2024-02-10 13:43:00,Martini Flight,1.0,26.25,5.25
3049,2024-01-20 16:51:00,"Hummus, Martini, Well Whiskey, Baby Back Ribs Flight, Wedge Salad, Sierra Hazy, Well Whiskey",7.0,103.72,20.0
3049,2024-01-27 12:55:00,"Beer Flight, Fry Flight, Roasted Lemon Chicken",3.0,63.33,16.58
3049,2024-02-02 16:28:00,Campbell Mud Pie,1.0,6.57,13.94
3051,2023-12-02 17:53:00,"Macaroni & Cheese, Caesar Salad, Wingman, Wingman, Caesar Salad, Slider Flight, Fry Flight, Macaroni & Cheese, BBQ Pulled Pork Sandwich, Chicken Wing Flight, Diet Coke, Taco Flight, Beef Slider, Mimosa Flight, Wingman, Cheesecake Flight, Wingman, Wingman",18.0,310.18,0.0
3051,2023-12-02 17:55:00,"Old Fashioned Flight, Mule Flight, Mocktini Flight, Mojito Flight, Margarita Rock Flight, Martini Flight, Fry Flight",7.0,165.11,0.0
3054,2023-11-21 19:27:00,"Gin Flight, Mojito Flight, Margarita, Old Fashioned Flight, Baby Back Ribs Flight, Skewer Flight, Flights Burger",7.0,79.77,0.0
3057,2024-02-25 11:57:00,"Baby Back Ribs Flight, Cast Iron Hash Flight, Hot Tea, Coffee Regular",4.0,51.3,11.29
3060,2023-11-17 18:31:00,"Frozen Margarita Flight, Slider Flight, Ahi Tuna Taco Flight, Beer Flight, Fry Flight",5.0,103.74,20.75
3061,2023-11-16 19:34:00,"Pinot Grigio - 14 Hands - Glass, Fry Flight, Mile High, Chicken Wing Flight, Sierra Hazy",5.0,81.93,15.0
3061,2023-12-26 19:53:00,"Salad Flight, Fry Flight, Chicken Wing Flight, Bloody Mary Flight",4.0,89.53,0.0
3061,2024-02-01 18:01:00,"HH Mojito Flight, Fry Flight, Chicken Wing Flight, Slider Flight, Mocktini Flight",5.0,97.2,5.9
3061,2024-02-08 19:05:00,"Caprese Salad, Chicken Wing Flight, Tempranillo - The Fabliest - Glass, Fry Flight",2.5,39.85,6.0
3063,2024-02-17 21:17:00,Chicken Wing Flight,1.0,0.0,3.91
3064,2024-01-07 18:33:00,"Beef Slider, BBQ Pulled Pork Sandwich, Chicken Sandwich With Fries, Birthday Cheesecake",4.0,50.239999999999995,22.0
3066,2023-12-16 19:05:00,"Sea Glass, Wedge Salad, Fettuccine Alfredo, Sea Glass",4.0,63.33,12.0
3066,2023-12-16 20:35:00,Sea Glass,1.0,9.84,2.0
3068,2023-11-09 18:55:00,"Slider Flight, Beer Flight, Martini Flight",3.0,65.57,0.97
3068,2023-11-11 17:19:00,"Side Fries, Slider Flight, Crispy Bacon, Side Fries Crispy",4.0,0.0,2.0
3068,2023-11-22 18:53:00,"Elysian Space Dust, Meatballs, Campbell Mud Pie, Diet Coke",6.0,62.29,13.38
3068,2023-12-03 19:29:00,Elysian Space Dust,1.0,8.75,15.0
3068,2023-12-04 16:14:00,"Margarita Rock Flight, Fry Flight",3.0,71.03999999999999,15.0
3068,2023-12-28 18:38:00,"HH Margarita Rock Flight, HH Martini Flight, Slider Flight, Mac & Cheese Flight, Baby Back Ribs Flight, Two Chicken Tacos, Pan Seared Salmon Fillet, Fettuccine Alfredo, Pan Seared Salmon Fillet, Side Fries, Birthday Treat",11.0,207.51,1.38
3068,2024-01-04 17:13:00,Mac & Cheese Flight,1.0,20.74,4.0
3068,2024-02-28 19:38:00,Morena Mia,1.0,5.46,1.38
3068,2024-02-29 16:20:00,"Old Fashioned Flight, Smoked Show, Mule Flight",3.0,71.09,6.0
3073,2024-01-19 19:01:00,"Guinness, Fry Flight, Lemonade, Cabernet - Chateau Michelle - Glass, Fettuccine Alfredo, Wedge Salad, Skewer Flight, Taco Flight, Mac & Cheese Flight, Wedge Salad",10.0,166.97,3.84
3076,2024-01-13 18:46:00,"MODELO, MODELO, Flights Burger, Flights Burger",4.0,54.58,0.0
3103,2024-02-17 19:25:00,"Flights Burger, Flights Burger",2.0,37.08,13.18
3108,2023-12-08 18:46:00,"Margarita Rock Flight, Margarita Rock Flight, Mojito Flight, Mojito Flight, Mojito Flight, Mojito Flight, Mojito Flight, Martini Flight, Fry Flight",9.0,228.54,6.86
3118,2023-11-07 19:13:00,Cabernet - Flights Founder's Label - Glass,1.0,10.93,9.0
3125,2024-01-12 17:46:00,"Well Vodka, HH Old Fashioned Flight, Sierra Hazy, HH Gin Flight, Fry Flight, Gin Flight, Elysian Space Dust",7.0,103.86,0.0
3126,2024-02-02 20:47:00,"Fry Flight, Gin Flight, Hendricks",3.0,60.11,5.41
3135,2024-02-23 19:42:00,"Mojito Flight, Slider Flight, Mac & Cheese Flight, Fry Flight",4.0,87.35,0.0
3141,2024-01-31 19:20:00,Flights Burger,1.0,9.26,5.68
3142,2024-02-10 13:43:00,Mojito Flight,1.0,26.25,5.25
3157,2024-01-15 16:24:00,"Fry Flight, Margarita Rock Flight, Mule Flight",3.0,71.03999999999999,25.0
3171,2023-12-31 16:08:00,"Old Fashioned, Ahi Tuna Taco Flight",2.0,32.75,10.0
3171,2024-02-01 17:43:00,"Voodoo Ranger, Voodoo Ranger, HH BEER, Skewer Flight, One Meatball No Sauce",5.0,44.76,8.08
3172,2023-11-11 17:31:00,stella,1.0,7.66,18.87
3180,2024-01-06 11:58:00,Breakfast Burrito,1.0,7.63,9.0
3181,2023-12-24 13:04:00,"Baby Back Ribs Flight, Margarita Rock Flight",2.0,50.25,7.0
3184,2023-12-03 13:51:00,"Chardonnay - Patland - Glass, Smoked Show, Ahi Tuna Taco Flight, Empanada Flight, Empanada Flight, 805",6.0,99.39,2.0
3184,2024-01-24 18:24:00,"Margarita Rock Flight, Slider Flight, Fry Flight, Side Of Pickels",4.0,66.61,15.0
3186,2024-02-15 18:36:00,"Fry Flight, Mojito Flight, Slider Flight, Chicken Wing Flight, Lamb lolli",3.0,71.55,16.9
3189,2024-01-11 16:13:00,Flights Burger,1.0,0.0,19.47
3190,2024-01-24 19:56:00,Titos,1.0,13.12,10.56
3200,2023-11-08 16:15:00,"Titos, Salad Flight",2.0,32.75,6.55
3211,2023-12-02 13:24:00,"Mac & Cheese Flight, Baby Back Ribs Flight, Sprite, Iced Tea, Breakfast Burrito, BBQ Pulled Pork Sandwich, Elysian Space Dust, MODELO, Frozen Margarita Flight, Frozen Margarita Flight",10.0,158.38,5.35
3214,2024-02-25 17:35:00,"Lemonade, Fry Flight, Chicken Wing Flight",3.0,48.03,3.54
3214,2024-02-25 17:41:00,Empanada Flight,1.0,20.74,3.73
3215,2023-12-09 13:31:00,"Slider Flight, Margarita Rock Flight, Slider Flight, Margarita Rock Flight, Slider Flight, Margarita Rock Flight",6.0,144.21,2.0
3226,2024-01-25 19:27:00,"Caesar Salad, Pan Seared Salmon Fillet, Virgin Mojito",3.0,58.96,8.0
3229,2023-11-26 19:03:00,Meatballs,1.0,18.54,8.0
3230,2024-02-23 18:54:00,"Frozen Margarita Flight, Mimosa Flight, Margarita Rock Flight, Mocktini Flight, Martini Flight, Taco Flight, Taco Flight, Fry Flight, Fry Flight, Skewer Flight, Skewer Flight, cheese flight, cheese flight, Well Tequila, Titos, Sauvignon Blanc - Intrinsic - Glass",16.0,320.03,57.61
3236,2023-11-16 16:28:00,"Fettuccine Alfredo, stella, stella",3.0,44.81,4.81
3236,2024-01-24 20:05:00,"Slider Flight, Add Bbq Seasoning",2.0,10.9,0.0
3238,2024-01-16 18:57:00,Caesar Salad,1.0,6.52,3.37
3240,2024-02-07 20:35:00,"Caprese Salad, Pan Seared Salmon Fillet",2.0,33.54,15.07
3241,2024-01-27 16:45:00,"Old Fashioned Flight, Lemonade, Slider Flight, Fry Flight, Ahi Tuna Taco Flight, Empanada Flight, Flights Burger, Smoked Show, Ghost Rider, Campbell Mud Pie, Beignet Flight",12.0,211.9,21.0
3245,2023-11-14 18:38:00,"Fettuccine Alfredo, Side Fries",2.0,18.01,20.9
3256,2023-11-25 13:04:00,"Martini Flight, Mule Flight, Taco Flight",3.0,72.13,0.0
3262,2023-12-20 19:28:00,"6 Wings ,salt Pepper",1.0,4.38,30.35
3265,2024-01-17 19:03:00,"HH Margarita Rock Flight, HH Mojito Flight, Slider Flight, Fry Flight, Mac & Cheese Flight",5.0,93.92,7.32
3267,2023-12-31 18:49:00,"Margarita Rock Flight, Martini Flight, Caprese Salad, Mac & Cheese Flight, Caesar Salad",5.0,109.22,18.0
3268,2023-11-17 19:01:00,"Hess Cab Glass, Fry Flight, Skewer Flight, Salad Flight, Slider Flight",6.0,123.37,24.67
3277,2023-12-13 20:17:00,"Hummus, Pinot Noir - Josh - Glass, Martini Flight, Martini Flight, Side Pita Bread",5.0,84.17,11.09
3288,2024-02-14 19:41:00,"Flights Burger, BBQ Pulled Pork Sandwich, Mile High, Old Fashioned Flight",4.0,79.74,27.55
3292,2024-02-03 16:24:00,"Bird Dog, Ghost Rider, Beignet Flight",3.0,42.63,5.0
3293,2024-01-18 20:12:00,"Hot Tea, Skewer Flight",2.0,27.29,6.0
3293,2024-01-25 19:35:00,"Mimosa Flight, Rose - The Fabliest - Glass, Well Tequila, MODELO, Mojito, Caesar Salad, Chardonnay - Patland - Glass, Corkage Fee",8.0,120.25,15.0
3294,2024-01-20 16:41:00,"Mojito Flight, Old Fashioned Flight, Taco Flight, Skewer Flight, Ahi Tuna Taco Flight, Side Fries",6.0,122.33,24.47
3294,2024-02-26 17:21:00,Well Vodka,1.0,12.04,15.0
3298,2023-11-15 19:48:00,"Fry Flight, Mac & Cheese Flight, Mojito Flight, Cabernet - Flights Founder's Label - Glass",4.0,76.46,15.0
3309,2023-12-19 18:47:00,"HH Bloody Mary Flight, HH Frozen Margarita Flight, Empanada Flight, Roasted Lemon Chicken, HH Mule Flight, HH Mojito Flight, Fry Flight",7.0,132.21,25.0
3310,2023-12-23 21:25:00,"Well Vodka, Well Vodka",2.0,24.08,5.0
3311,2024-01-19 18:41:00,"Teqila Flight, Morena Mia, MODELO, Morena Mia, Fry Flight, Old Fashioned Flight",6.0,97.28999999999999,12.98
3328,2023-12-08 21:02:00,"Mojito Flight, Tempranillo - The Fabliest - Glass, Chicken Wing Flight, Mojito Flight, Tempranillo - The Fabliest - Glass, Chicken Wing Flight, Mojito Flight, Tempranillo - The Fabliest - Glass, Chicken Wing Flight",9.0,186.87,11.21
3333,2024-02-09 18:49:00,"Elysian Space Dust, HH Margarita Rock Flight, HH Mojito Flight, Elysian Space Dust, 805, Mac & Cheese Flight, Ahi Tuna Taco Flight, Flights Burger, Chicken Wing Flight, Side Fries, Elysian Space Dust, 805, Elysian Space Dust, HH Margarita Rock Flight, HH Mojito Flight, Elysian Space Dust, 805, Mac & Cheese Flight, Ahi Tuna Taco Flight, Flights Burger, Chicken Wing Flight, Side Fries, Elysian Space Dust, 805",24.0,314.58,16.6
3334,2023-11-14 18:20:00,HH Martini Flight,1.0,16.41,11.55
3334,2023-11-27 19:29:00,"Smoked Show, Ghost Rider",2.0,33.91,18.0
3334,2023-12-04 19:12:00,"Elysian Space Dust, Elysian Space Dust, Elysian Space Dust, Elysian Space Dust, Hummus, Hummus",6.0,56.739999999999995,24.27
3334,2023-12-04 19:31:00,"HH Mule Flight, Courvoisier VS, Skewer Flight",3.0,53.53,24.27
3334,2024-01-08 18:24:00,"Mule Flight, Frozen Margarita Flight, Flights Burger",3.0,71.03999999999999,15.0
3334,2024-01-23 18:25:00,"Ahi Tuna Taco Flight, Frozen Margarita Flight, Maverick",3.0,61.2,13.46
3334,2024-02-13 19:21:00,Margarita Rock Flight,1.0,26.25,17.0
3352,2023-11-18 20:55:00,"Ahi Tuna Taco Flight, 805",2.0,28.38,15.0
3360,2023-12-11 18:20:00,"Elysian Space Dust, Elysian Space Dust, Elysian Space Dust, Chicken Wing Flight",4.0,41.489999999999995,9.29
3361,2024-02-02 18:12:00,"HH BEER, HH BEER, HH BEER, HH BEER",4.0,21.84,20.08
3365,2023-11-12 14:50:00,"Cast Iron Hash Flight, Toast Flight, Breakfast Burrito",3.0,50.129999999999995,10.0
3365,2024-01-19 21:28:00,"Martini Flight, Lemon Drop, Fry Flight",2.25,44.0,0.0
3377,2023-12-23 19:08:00,"Slider Flight, Elysian Space Dust",2.0,30.57,3.0
3377,2024-01-26 19:06:00,Caesar Salad,1.0,0.0,6.77
3384,2024-02-18 18:26:00,"Old Fashioned Flight, Martini Flight",2.0,52.5,7.48
3388,2024-01-19 19:00:00,"Slider Flight, Skewer Flight",2.0,45.82,22.94
3391,2023-11-27 17:49:00,"HH Mule Flight, HH Gin Flight, Slider Flight, Taco Flight",4.0,74.27,16.0
