,Menu Item,Modifiers,Price,Qty,Discount,Net,Tax,Total,Voided?,Reason,Refund Qty,Refund,Last 4 Card Digits,Order Date,Tip,Gratuity
6,Fry Flight,,$16.95,1.0,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,5167.0,2024-02-18 11:21:00,$7.65,$0.00
7,Toast Flight,,$13.95,1.0,$0.00,$13.95,$1.300,$15.25,False,,0,$0.00,5167.0,2024-02-18 11:21:00,$7.65,$0.00
8,Breakfast Burrito,Toasted,$13.95,1.0,$0.00,$13.95,$1.300,$15.25,False,,0,$0.00,5167.0,2024-02-18 11:21:00,$7.65,$0.00
9,Classic Breakfast,Scrambled,$13.95,1.0,$0.00,$13.95,$1.300,$15.25,False,,0,$0.00,5167.0,2024-02-18 11:21:00,$7.65,$0.00
10,Cast Iron Hash Flight,Over Easy,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,5167.0,2024-02-18 11:21:00,$7.65,$0.00
0,HH Bloody Mary Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,9186.0,2024-02-18 11:59:00,$18.36,$0.00
1,Slider Flight,,$19.95,1.0,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,9186.0,2024-02-18 11:59:00,$18.36,$0.00
2,Flights 3 Egg Omelet,,$13.95,1.0,$0.00,$13.95,$1.300,$15.25,False,,0,$0.00,9186.0,2024-02-18 11:59:00,$18.36,$0.00
3,Side Fries,,$6.00,1.0,$0.00,$6.00,$0.570,$6.57,False,,0,$0.00,9186.0,2024-02-18 11:59:00,$18.36,$0.00
0,HH Bloody Mary Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,4983.0,2024-02-18 12:19:00,$18.00,$0.00
1,Slider Flight,,$19.95,1.0,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,4983.0,2024-02-18 12:19:00,$18.00,$0.00
0,HH Mimosa Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,8254.0,2024-02-18 12:30:00,$50.00,$0.00
1,Mule Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,8254.0,2024-02-18 12:30:00,$50.00,$0.00
2,6 Oz N.Y. Steak & Eggs,"Medium Well, Scrambled",$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,8254.0,2024-02-18 12:30:00,$50.00,$0.00
3,Toast Flight,,$13.95,1.0,$0.00,$13.95,$1.300,$15.25,False,,0,$0.00,8254.0,2024-02-18 12:30:00,$50.00,$0.00
4,Side Bacon,,$6.00,1.0,$0.00,$6.00,$0.570,$6.57,False,,0,$0.00,8254.0,2024-02-18 12:30:00,$50.00,$0.00
5,Side potatoes,,$6.00,1.0,$0.00,$6.00,$0.570,$6.57,False,,0,$0.00,8254.0,2024-02-18 12:30:00,$50.00,$0.00
0,Coke,,$4.00,1.0,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,7224.0,2024-02-18 12:37:00,$3.93,$0.00
1,Morena Mia,,$8.00,1.0,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,7224.0,2024-02-18 12:37:00,$3.93,$0.00
2,Soda Water,,$1.50,1.0,$0.00,$1.50,$0.140,$1.64,False,,0,$0.00,7224.0,2024-02-18 12:37:00,$3.93,$0.00
3,Beef Slider,NO Drink,$10.00,1.0,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,7224.0,2024-02-18 12:37:00,$3.93,$0.00
4,Classic Breakfast,Sunny-Side Up,$13.95,2.0,$0.00,$27.90,$2.610,$30.51,False,,0,$0.00,7224.0,2024-02-18 12:37:00,$3.93,$0.00
5,Classic Breakfast,,$13.95,1.0,$0.00,$13.95,$1.300,$15.25,True,Customer Changed Mind,0,$0.00,7224.0,2024-02-18 12:37:00,$3.93,$0.00
6,Slider Flight,,$19.95,1.0,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,7224.0,2024-02-18 12:37:00,$3.93,$0.00
0,Ginger Beer,,$4.00,1.0,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,85.0,2024-02-18 12:46:00,$15.95,$0.00
1,Iced Tea,,$4.00,1.0,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,85.0,2024-02-18 12:46:00,$15.95,$0.00
2,Iced Tea,,$4.00,1.0,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,85.0,2024-02-18 12:46:00,$15.95,$0.00
3,HH Mimosa Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,85.0,2024-02-18 12:46:00,$15.95,$0.00
4,cheese flight,,$14.95,1.0,$0.00,$14.95,$1.410,$16.36,False,,0,$0.00,85.0,2024-02-18 12:46:00,$15.95,$0.00
5,Hummus,,$15.95,1.0,$0.00,$15.95,$1.500,$17.45,False,,0,$0.00,85.0,2024-02-18 12:46:00,$15.95,$0.00
6,Caprese Salad,,$12.95,1.0,$0.00,$12.95,$1.210,$14.16,False,,0,$0.00,85.0,2024-02-18 12:46:00,$15.95,$0.00
7,Wedge Salad,,$12.95,1.0,$0.00,$12.95,$1.210,$14.16,False,,0,$0.00,85.0,2024-02-18 12:46:00,$15.95,$0.00
8,Caesar Salad,,$11.95,1.0,$0.00,$11.95,$1.120,$13.07,False,,0,$0.00,85.0,2024-02-18 12:46:00,$15.95,$0.00
9,12 Oz New York Steak,Well Done,$38.95,1.0,$0.00,$38.95,$3.660,$42.61,False,,0,$0.00,85.0,2024-02-18 12:46:00,$15.95,$0.00
10,6 Oz N.Y. Steak & Eggs,"Medium Rare, Scrambled",$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,85.0,2024-02-18 12:46:00,$15.95,$0.00
11,Lamb lolli,,$22.95,1.0,$0.00,$22.95,$2.160,$25.11,True,Customer Changed Mind,0,$0.00,85.0,2024-02-18 12:46:00,$15.95,$0.00
12,Baby Back Ribs Flight,,$21.95,1.0,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,85.0,2024-02-18 12:46:00,$15.95,$0.00
13,Flights Burger,Medium Well,$16.95,1.0,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,85.0,2024-02-18 12:46:00,$15.95,$0.00
0,Breakfast Burrito,,$13.95,1.0,$0.00,$13.95,$1.300,$15.25,False,,0,$0.00,7691.0,2024-02-18 13:10:00,$17.04,$0.00
1,Coffee Decaf,,$4.00,1.0,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,7691.0,2024-02-18 13:10:00,$17.04,$0.00
0,Iced Tea,,$4.00,1.0,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,1998.0,2024-02-18 13:20:00,$22.07,$0.00
1,Tasting Wine Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,1998.0,2024-02-18 13:20:00,$22.07,$0.00
2,Slider Flight,,$19.95,1.0,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,1998.0,2024-02-18 13:20:00,$22.07,$0.00
3,Side Fries,Truffle,$6.00,1.0,$0.00,$6.00,$0.570,$6.57,False,,0,$0.00,1998.0,2024-02-18 13:20:00,$22.07,$0.00
4,Empanada Flight,,$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,1998.0,2024-02-18 13:20:00,$22.07,$0.00
0,HH Bloody Mary Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,9070.0,2024-02-18 13:39:00,$6.73,$0.00
1,HH Bloody Mary Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,9070.0,2024-02-18 13:39:00,$6.73,$0.00
2,Mac & Cheese Flight,,$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,9070.0,2024-02-18 13:39:00,$6.73,$0.00
3,Ahi Tuna Taco Flight,,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,9070.0,2024-02-18 13:39:00,$6.73,$0.00
4,Taco Flight,,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,9070.0,2024-02-18 13:39:00,$6.73,$0.00
0,Mojito Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,8675.0,2023-11-05 14:51:00,$0.00,$22.50
1,MODELO,,$8.00,1.0,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,8675.0,2023-11-05 14:51:00,$0.00,$22.50
2,Mac & Cheese Flight,,$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,8675.0,2023-11-05 14:51:00,$0.00,$22.50
3,Roasted Lemon Chicken,,$24.95,1.0,$0.00,$24.95,$2.340,$27.29,False,,0,$0.00,8675.0,2023-11-05 14:51:00,$0.00,$22.50
4,Fettuccine Alfredo,Chicken,$26.95,1.0,$0.00,$26.95,$2.540,$29.49,False,,0,$0.00,8675.0,2023-11-05 14:51:00,$0.00,$22.50
0,Lemonade,,$4.00,1.0,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,6389.0,2023-11-05 14:59:00,$20.00,$0.00
1,Fry Flight,,$16.95,1.0,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,6389.0,2023-11-05 14:59:00,$20.00,$0.00
2,Taco Flight,"Chicken, Chicken, Beef",$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,6389.0,2023-11-05 14:59:00,$20.00,$0.00
3,Macaroni & Cheese,NO Drink,$10.00,1.0,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,6389.0,2023-11-05 14:59:00,$20.00,$0.00
4,2 Orange Juice,,$0.00,1.0,$0.00,$0.00,$0.000,$0.00,False,,0,$0.00,6389.0,2023-11-05 14:59:00,$20.00,$0.00
5,Fettuccine Alfredo,Shrimp,$26.95,1.0,$0.00,$26.95,$2.540,$29.49,False,,0,$0.00,6389.0,2023-11-05 14:59:00,$20.00,$0.00
0,Mimosa Flight,,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,696.0,2023-11-05 15:47:00,$2.95,$0.00
0,Mile High,,$14.00,1.0,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,1009.0,2023-11-05 15:57:00,$7.45,$0.00
1,Flights Burger,Medium Rare,$16.95,1.0,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,1009.0,2023-11-05 15:57:00,$7.45,$0.00
0,MODELO,,$8.00,2.0,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
1,Titos,,$12.00,1.0,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
2,Patron Reposado,,$14.00,1.0,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
3,Casamigos Reposado,,$16.00,3.0,$0.00,$48.00,$4.500,$52.50,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
4,MODELO,,$8.00,2.0,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
5,Bacardi,,$12.00,1.0,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
6,Casamigos Reposado,,$16.00,5.0,$0.00,$80.00,$7.500,$87.50,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
7,MODELO,,$8.00,2.0,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
8,Titos,,$12.00,1.0,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
9,Casamigos Reposado,,$16.00,1.0,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
10,MODELO,,$8.00,1.0,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
11,MODELO,,$8.00,2.0,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
12,Margarita,,$13.00,1.0,$0.00,$13.00,$1.210,$14.21,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
13,Jack Daniels,,$12.00,1.0,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
14,MODELO,,$8.00,1.0,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
15,Jack Daniels,,$12.00,1.0,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
16,MODELO,,$8.00,2.0,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
17,Jack Daniels,,$12.00,1.0,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
18,MODELO,,$8.00,2.0,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
19,MODELO,,$8.00,1.0,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
20,Casamigos Reposado,,$16.00,1.0,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
21,Casamigos Reposado,,$16.00,1.0,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,8465.0,2023-11-05 16:02:00,$25.97,$0.00
0,stella,,$7.00,1.0,$1.75,$5.25,$0.490,$5.74,False,,0,$0.00,413.0,2023-11-05 16:40:00,$0.00,$0.00
1,MODELO,,$8.00,3.0,$6.00,$18.00,$1.680,$19.68,False,,0,$0.00,413.0,2023-11-05 16:40:00,$0.00,$0.00
2,Fettuccine Alfredo,Shrimp,$26.95,1.0,$6.74,$20.21,$1.890,$22.10,False,,0,$0.00,413.0,2023-11-05 16:40:00,$0.00,$0.00
3,Fettuccine Alfredo,"Chicken, Shrimp",$34.95,3.0,$26.21,$78.64,$7.380,$86.02,False,,0,$0.00,413.0,2023-11-05 16:40:00,$0.00,$0.00
0,Margarita Rock Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,2000.0,2023-11-05 17:03:00,$0.00,$0.00
0,Jack Daniels,,$12.00,1.0,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,8465.0,2023-11-05 17:56:00,$2.62,$0.00
0,Cabernet - Josh Hearth - Glass,,$13.00,1.0,$0.00,$13.00,$1.210,$14.21,False,,0,$0.00,576.0,2023-11-05 18:06:00,$5.91,$0.00
1,Smoked Show,,$14.00,1.0,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,576.0,2023-11-05 18:06:00,$5.91,$0.00
0,Mojito Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,7940.0,2023-11-05 18:08:00,$9.61,$0.00
1,Slider Flight,,$19.95,1.0,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,7940.0,2023-11-05 18:08:00,$9.61,$0.00
0,Kids Milk,,$0.00,1.0,$0.00,$0.00,$0.000,$0.00,False,,0,$0.00,450.0,2023-11-06 13:56:00,$0.00,$0.00
1,Macaroni & Cheese,NO Drink,$10.00,1.0,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,450.0,2023-11-06 13:56:00,$0.00,$0.00
2,Bird Dog,,$14.00,1.0,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,450.0,2023-11-06 13:56:00,$0.00,$0.00
3,Caesar Salad,,$11.95,1.0,$0.00,$11.95,$1.120,$13.07,False,,0,$0.00,450.0,2023-11-06 13:56:00,$0.00,$0.00
0,Chicken Slider,NO Drink,$10.00,1.0,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,3682.0,2023-11-06 13:59:00,$0.00,$0.00
1,Bluemoon,,$8.00,1.0,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,3682.0,2023-11-06 13:59:00,$0.00,$0.00
2,Hot Tea,,$3.00,1.0,$0.00,$3.00,$0.290,$3.29,False,,0,$0.00,3682.0,2023-11-06 13:59:00,$0.00,$0.00
3,Caprese Salad,,$12.95,1.0,$0.00,$12.95,$1.210,$14.16,False,,0,$0.00,3682.0,2023-11-06 13:59:00,$0.00,$0.00
4,Taco Flight,,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,3682.0,2023-11-06 13:59:00,$0.00,$0.00
5,Birthday Brownie,,$0.00,1.0,$0.00,$0.00,$0.000,$0.00,False,,0,$0.00,3682.0,2023-11-06 13:59:00,$0.00,$0.00
6,Bluemoon,,$8.00,1.0,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,3682.0,2023-11-06 13:59:00,$0.00,$0.00
7,Skewer Flight,,$21.95,1.0,$0.00,$21.95,$2.050,$24.00,False,,0,$0.00,3682.0,2023-11-06 13:59:00,$0.00,$0.00
8,Cabernet - Sebastiani - Glass,,$10.00,1.0,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,3682.0,2023-11-06 13:59:00,$0.00,$0.00
0,Slider Flight,,$19.95,1.0,$0.00,$19.95,$1.870,$21.82,True,Server Error,0,$0.00,9076.0,2023-11-06 13:59:00,$0.00,$0.00
1,Taco Flight,,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,True,Server Error,0,$0.00,9076.0,2023-11-06 13:59:00,$0.00,$0.00
2,Fry Flight,,$16.95,1.0,$0.00,$16.95,$1.590,$18.54,True,Customer Changed Mind,0,$0.00,9076.0,2023-11-06 13:59:00,$0.00,$0.00
3,Pinot Noir - Josh - Glass,,$9.99,0.33333,$0.00,$3.33,$0.310,$3.64,True,Server Error,0,$0.00,9076.0,2023-11-06 13:59:00,$0.00,$0.00
4,Toast,,$1.00,1.0,$0.00,$1.00,$0.090,$1.09,True,Customer Changed Mind,0,$0.00,9076.0,2023-11-06 13:59:00,$0.00,$0.00
5,Pinot Noir - Josh - Glass,,$9.99,0.33333,$0.00,$3.33,$0.310,$3.64,True,Server Error,0,$0.00,9076.0,2023-11-06 13:59:00,$0.00,$0.00
0,Pinot Noir - Josh - Glass,,$9.99,0.33333,$0.00,$3.33,$0.310,$3.64,True,Customer Changed Mind,0,$0.00,2581.0,2023-11-06 15:56:00,$20.00,$0.00
0,Chardonnay - Patland - Bottle,,$45.00,0.5,$0.00,$22.50,$2.110,$24.61,True,Customer Changed Mind,0,$0.00,9198.0,2023-11-06 17:02:00,$5.46,$0.00
0,Chardonnay - Patland - Bottle,,$45.00,0.5,$0.00,$22.50,$2.110,$24.61,True,Customer Changed Mind,0,$0.00,2305.0,2023-11-06 17:10:00,$17.54,$0.00
0,Flights Burger,"Medium, NO Tomato",$16.95,1.0,$8.48,$8.47,$0.790,$9.26,False,,0,$0.00,4814.0,2023-11-06 17:34:00,$0.00,$0.00
0,Voodoo Ranger,,$8.00,1.0,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,2243.0,2024-02-10 18:33:00,$0.00,$0.00
0,stella,,$7.00,1.0,$0.00,$7.00,$0.660,$7.66,False,,0,$0.00,1949.0,2024-02-10 18:33:00,$21.87,$0.00
1,BBQ Pulled Pork Sandwich,"NO Jalapeño Slaw, NO Pickle Chips, NO Smokey BBQ Sauce, Sub Garlic Fries",$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,1949.0,2024-02-10 18:33:00,$21.87,$0.00
0,Wedge Salad,"NO Blue Cheese, NO Blue Cheese Dressing, Sub Ranch, Chicken",$20.95,1.0,$20.95,$0.00,$0.000,$0.00,False,,0,$0.00,4857.0,2024-02-10 18:38:00,$17.69,$0.00
0,Mojito Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,9334.0,2024-02-10 19:08:00,$4.58,$0.00
1,Slider Flight,No Blue Cheese,$19.95,1.0,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,9334.0,2024-02-10 19:08:00,$4.58,$0.00
2,Mojito Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,9334.0,2024-02-10 19:08:00,$4.58,$0.00
3,Martini Flight,,$24.00,2.0,$0.00,$48.00,$4.500,$52.50,False,,0,$0.00,9334.0,2024-02-10 19:08:00,$4.58,$0.00
4,Mac & Cheese Flight,,$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,9334.0,2024-02-10 19:08:00,$4.58,$0.00
0,Pinot Noir - Josh - Glass,,$10.00,1.0,$0.00,$10.00,$0.930,$10.93,False,,0,$0.00,1677.0,2024-02-10 19:13:00,$0.00,$0.00
1,Ahi Tuna Taco Flight,,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,1677.0,2024-02-10 19:13:00,$0.00,$0.00
2,Syrah - The Pundit - Glass,,$11.00,1.0,$0.00,$11.00,$1.040,$12.04,False,,0,$0.00,1677.0,2024-02-10 19:13:00,$0.00,$0.00
3,Red Wine Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,1677.0,2024-02-10 19:13:00,$0.00,$0.00
4,Pan Seared Salmon Fillet,Split In Half,$27.95,1.0,$0.00,$27.95,$2.620,$30.57,False,,0,$0.00,1677.0,2024-02-10 19:13:00,$0.00,$0.00
0,Gin Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,7280.0,2024-02-10 19:15:00,$5.25,$0.00
1,Ahi Tuna Taco Flight,,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,7280.0,2024-02-10 19:15:00,$5.25,$0.00
2,Mac & Cheese Flight,,$18.95,1.0,$0.00,$18.95,$1.790,$20.74,False,,0,$0.00,7280.0,2024-02-10 19:15:00,$5.25,$0.00
3,Slider Flight,,$19.95,1.0,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,7280.0,2024-02-10 19:15:00,$5.25,$0.00
0,Sierra Hazy,,$8.00,1.0,$0.00,$8.00,$0.750,$8.75,False,,0,$0.00,6031.0,2024-02-10 19:16:00,$16.91,$0.00
1,French 75,Fords,$15.00,1.0,$0.00,$15.00,$1.410,$16.41,False,,0,$0.00,6031.0,2024-02-10 19:16:00,$16.91,$0.00
0,Coke,,$4.00,1.0,$0.00,$4.00,$0.380,$4.38,False,,0,$0.00,6186.0,2024-02-10 19:31:00,$20.00,$0.00
1,Fry Flight,,$16.95,1.0,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,6186.0,2024-02-10 19:31:00,$20.00,$0.00
2,Taco Flight,,$17.95,2.0,$0.00,$35.90,$3.360,$39.26,False,,0,$0.00,6186.0,2024-02-10 19:31:00,$20.00,$0.00
3,Maverick,,$14.00,1.0,$0.00,$14.00,$1.320,$15.32,False,,0,$0.00,6186.0,2024-02-10 19:31:00,$20.00,$0.00
4,Side Fries,,$6.00,1.0,$0.00,$6.00,$0.570,$6.57,False,,0,$0.00,6186.0,2024-02-10 19:31:00,$20.00,$0.00
0,Gin Flight,,$24.00,2.0,$0.00,$48.00,$4.500,$52.50,False,,0,$0.00,2121.0,2024-02-10 19:35:00,$8.00,$0.00
0,Mule Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,9552.0,2024-02-10 19:50:00,$35.00,$0.00
1,Slider Flight,Vegeterian No Meat Sub Veggie Patty,$19.95,1.0,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,9552.0,2024-02-10 19:50:00,$35.00,$0.00
2,Fry Flight,,$16.95,1.0,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,9552.0,2024-02-10 19:50:00,$35.00,$0.00
3,Campbell Mud Pie,,$12.00,1.0,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,9552.0,2024-02-10 19:50:00,$35.00,$0.00
4,Margarita,Salt Rim,$13.00,1.0,$0.00,$13.00,$1.210,$14.21,False,,0,$0.00,9552.0,2024-02-10 19:50:00,$35.00,$0.00
0,Old Fashioned Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,5117.0,2024-02-10 19:55:00,$19.23,$0.00
1,Martini Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,5117.0,2024-02-10 19:55:00,$19.23,$0.00
0,Beer Flight,,$16.00,1.0,$0.00,$16.00,$1.500,$17.50,False,,0,$0.00,8596.0,2024-02-10 19:56:00,$10.00,$0.00
1,Mule Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,8596.0,2024-02-10 19:56:00,$10.00,$0.00
0,Mimosa,,$12.00,1.0,$0.00,$12.00,$1.120,$13.12,False,,0,$0.00,9853.0,2024-02-10 20:04:00,$40.00,$0.00
1,Pinot Noir - Josh - Bottle,,$39.00,1.0,$0.00,$39.00,$3.660,$42.66,False,,0,$0.00,9853.0,2024-02-10 20:04:00,$40.00,$0.00
2,Ahi Tuna Taco Flight,,$17.95,1.0,$0.00,$17.95,$1.680,$19.63,False,,0,$0.00,9853.0,2024-02-10 20:04:00,$40.00,$0.00
3,Caprese Salad,Split In Two,$12.95,1.0,$0.00,$12.95,$1.210,$14.16,False,,0,$0.00,9853.0,2024-02-10 20:04:00,$40.00,$0.00
4,Flights Burger,Medium,$16.95,2.0,$0.00,$33.90,$3.170,$37.07,False,,0,$0.00,9853.0,2024-02-10 20:04:00,$40.00,$0.00
5,Brownie Bomber,,$10.95,1.0,$0.00,$10.95,$1.040,$11.99,False,,0,$0.00,9853.0,2024-02-10 20:04:00,$40.00,$0.00
0,Margarita Rock Flight,Tajin,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,9065.0,2024-02-10 20:10:00,$15.63,$0.00
1,Martini Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,9065.0,2024-02-10 20:10:00,$15.63,$0.00
2,Fry Flight,,$16.95,1.0,$0.00,$16.95,$1.590,$18.54,False,,0,$0.00,9065.0,2024-02-10 20:10:00,$15.63,$0.00
3,Chicken Wing Flight,,$22.95,1.0,$0.00,$22.95,$2.160,$25.11,False,,0,$0.00,9065.0,2024-02-10 20:10:00,$15.63,$0.00
0,Margarita Rock Flight,Salt Rim On All Regular Mango,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,9575.0,2024-02-10 20:11:00,$7.00,$0.00
1,Slider Flight,,$19.95,1.0,$0.00,$19.95,$1.870,$21.82,False,,0,$0.00,9575.0,2024-02-10 20:11:00,$7.00,$0.00
2,Chicken Wing Flight,,$22.95,1.0,$0.00,$22.95,$2.160,$25.11,False,,0,$0.00,9575.0,2024-02-10 20:11:00,$7.00,$0.00
3,Lamb lolli,,$22.95,1.0,$0.00,$22.95,$2.160,$25.11,False,,0,$0.00,9575.0,2024-02-10 20:11:00,$7.00,$0.00
4,Side Fries,Truffle,$6.00,1.0,$0.00,$6.00,$0.570,$6.57,False,,0,$0.00,9575.0,2024-02-10 20:11:00,$7.00,$0.00
0,Frozen Margarita Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,4223.0,2024-02-10 20:24:00,$0.00,$0.00
1,Chicken Wing Flight,,$22.95,1.0,$0.00,$22.95,$2.160,$25.11,False,,0,$0.00,4223.0,2024-02-10 20:24:00,$0.00,$0.00
2,Frozen Margarita Flight,,$24.00,1.0,$0.00,$24.00,$2.250,$26.25,False,,0,$0.00,4223.0,2024-02-10 20:24:00,$0.00,$0.00
